city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Longjing,42.7700,129.4197,China,CN,Jilin,minor,180307,180307
Linjiang,41.8082,126.9137,China,CN,Jilin,minor,173903,173903
Fenglu,24.6728,102.9149,China,CN,Yunnan,minor,169366,169366
Kuytun,44.4196,84.9012,China,CN,Xinjiang,minor,166261,166261
Fukang,44.1523,87.9793,China,CN,Xinjiang,minor,165006,165006
Simao,22.7807,100.9782,China,CN,Yunnan,minor,162725,162725
Tacheng,46.7468,82.9790,China,CN,Xinjiang,minor,161037,161037
Altay,47.8666,88.1166,China,CN,Xinjiang,minor,142000,139341
Nong’an,44.4304,125.1701,China,CN,Jilin,minor,141482,141482
Yunxian Chengguanzhen,32.8082,110.8136,China,CN,Hubei,minor,133558,133558
Lucheng,30.0500,101.9667,China,CN,Sichuan,minor,130142,130142
Tengyue,25.0333,98.4666,China,CN,Yunnan,minor,126058,126058
Lianhe,47.1364,129.2859,China,CN,Heilongjiang,minor,121367,87774
Zhijiang,27.4409,109.6780,China,CN,Hunan,minor,113907,113907
Kuqa,41.7277,82.9364,China,CN,Xinjiang,minor,111499,68105
Genhe,50.7833,121.5167,China,CN,Inner Mongolia,minor,110438,110438
Dali,34.7953,109.9378,China,CN,Shaanxi,minor,109696,109696
Longjiang,47.3404,123.1800,China,CN,Heilongjiang,minor,106384,67846
Chongshan,18.7787,109.5117,China,CN,Hainan,minor,104119,104119
Mositai,45.5266,119.6506,China,CN,Inner Mongolia,minor,102214,102214
Boli,45.7564,130.5759,China,CN,Heilongjiang,minor,95260,71374
Rongwo,35.5165,102.0166,China,CN,Qinghai,minor,92601,92601
Hezuo,34.9984,102.9100,China,CN,Gansu,minor,90290,90290
Wangqing,43.3248,129.7343,China,CN,Jilin,minor,88732,70918
Koktokay,47.0004,89.4666,China,CN,Xinjiang,minor,80000,40000
Linkou,45.2819,130.2519,China,CN,Heilongjiang,minor,77754,55099
E’erguna,50.2411,120.1720,China,CN,Inner Mongolia,minor,76667,76667
Tailai,46.3904,123.4100,China,CN,Heilongjiang,minor,75992,66623
Lanxi,46.2664,126.2760,China,CN,Heilongjiang,minor,72528,61494
Baiquan,47.6018,126.0819,China,CN,Heilongjiang,minor,70472,34887
Zhanggu,30.9504,101.9167,China,CN,Sichuan,minor,70000,35000
Liuhe,42.2789,125.7173,China,CN,Jilin,minor,68938,66975
Chengjiao Chengguanzhen,34.4362,104.0306,China,CN,Gansu,minor,67826,67826
Qinggang,46.6900,126.1000,China,CN,Heilongjiang,minor,64182,57728
Gannan,47.9204,123.5100,China,CN,Heilongjiang,minor,59239,34470
Ma’erkang,31.9046,102.2167,China,CN,Sichuan,minor,58437,58437
Suileng,47.2460,127.1060,China,CN,Heilongjiang,minor,57789,57124
Bayan Hot,38.8390,105.6686,China,CN,Inner Mongolia,minor,56387,56387
Changling,44.2700,123.9900,China,CN,Jilin,minor,55841,37566
Qing’an,46.8719,127.5118,China,CN,Heilongjiang,minor,53206,53206
Lindong,43.9837,119.1834,China,CN,Inner Mongolia,minor,50000,47080
Nenjiang,49.1745,125.2160,China,CN,Heilongjiang,minor,50000,50000
Yong’an,31.0504,109.5167,China,CN,Chongqing,minor,49168,49168
Tangdukou,27.0000,111.2001,China,CN,Hunan,minor,45617,45617
Oroqen Zizhiqi,50.5667,123.7167,China,CN,Inner Mongolia,minor,40128,40128
Alashankou,45.1714,82.5731,China,CN,Xinjiang,minor,40000,40000
Yi’an,47.8804,125.3000,China,CN,Heilongjiang,minor,39924,39924
Qarqan,38.1338,85.5333,China,CN,Xinjiang,minor,32494,32494
Tongyangdao,41.7676,109.9711,China,CN,Inner Mongolia,minor,27476,27476
Kuaidamao,41.6800,125.7500,China,CN,Jilin,minor,27227,27227
Xinxing,47.1601,123.8000,China,CN,Heilongjiang,minor,24317,24317
Hoh Ereg,41.0955,111.4408,China,CN,Inner Mongolia,minor,23776,23776
Gyêgu,33.0166,96.7333,China,CN,Qinghai,minor,23000,10000
Qitai,41.5494,113.5339,China,CN,Inner Mongolia,minor,18831,18831
Yuanquan,40.5004,95.8000,China,CN,Gansu,minor,17886,17886
Gyangzê,28.9500,89.6333,China,CN,Tibet,minor,10000,10000
Gar,32.2004,79.9833,China,CN,Tibet,minor,10000,500
Heyin,36.0451,101.4242,China,CN,Qinghai,minor,7642,7642
Jinzhong,26.3504,103.4167,China,CN,Yunnan,minor,5170,5170
Kailu,43.5837,121.2000,China,CN,Inner Mongolia,minor,2809,2809
Linxi,43.5171,118.0333,China,CN,Inner Mongolia,minor,679,679
Lianhu,34.2585,108.9242,China,CN,Shaanxi,minor,,
Binhu,32.0301,118.7577,China,CN,Jiangsu,minor,,
Wulaocun,32.0344,118.7958,China,CN,Jiangsu,minor,,
Changning,31.2174,121.4211,China,CN,Shanghai,minor,,
Yanping,26.6381,118.1682,China,CN,Fujian,minor,,
Dayingmen,39.1073,117.2096,China,CN,Tianjin,minor,,
Wuma,28.0173,120.6659,China,CN,Zhejiang,minor,,
Liuxiang,37.8714,112.5605,China,CN,Shanxi,minor,,
Chaowai,39.9181,116.4324,China,CN,Beijing,minor,,
Hongkou,31.2500,121.4892,China,CN,Shanghai,minor,,
Changhongjie,39.1373,117.1475,China,CN,Tianjin,minor,,
Huancuilou,37.5004,122.1140,China,CN,Shandong,minor,,
Zhangyelu,36.0575,103.8227,China,CN,Gansu,minor,,
Weiyang,34.2906,108.9355,China,CN,Shaanxi,minor,,
Yangpu,31.2619,121.5190,China,CN,Shanghai,minor,,
Dongtundu,28.1837,113.0321,China,CN,Hunan,minor,,
Sanjiang,31.3481,118.3613,China,CN,Anhui,minor,,
Meiyuan Xincun,32.0542,118.7928,China,CN,Jiangsu,minor,,
Jinrongjie,39.9122,116.3562,China,CN,Beijing,minor,,
Dongjie,26.0882,119.2945,China,CN,Fujian,minor,,
Gulou,26.0865,119.2980,China,CN,Fujian,minor,,
Nanchansi,31.5624,120.3002,China,CN,Jiangsu,minor,,
Xihu,36.0673,103.7765,China,CN,Gansu,minor,,
Haidian,39.9906,116.2887,China,CN,Beijing,minor,,
Gulou,40.3700,116.8335,China,CN,Beijing,minor,,
Xiaobailou,39.1177,117.2056,China,CN,Tianjin,minor,,
Xuhui,31.1959,121.4471,China,CN,Shanghai,minor,,
Pingjianglu,31.3147,120.6298,China,CN,Jiangsu,minor,,
Xincheng,34.2632,108.9495,China,CN,Shaanxi,minor,,
Chong’ansi,31.5799,120.2952,China,CN,Jiangsu,minor,,
Chikan,21.2712,110.3591,China,CN,Guangdong,minor,,
Luwan,31.2091,121.4634,China,CN,Shanghai,minor,,
Rongjiang,25.6625,114.7503,China,CN,Jiangxi,minor,,
Beidajie,31.5853,120.2900,China,CN,Jiangsu,minor,,
Fengxian,30.9187,121.4566,China,CN,Shanghai,minor,,
Wanghailou,39.1595,117.2034,China,CN,Tianjin,minor,,
Gongchen,39.7280,116.1376,China,CN,Beijing,minor,,
Beijie,39.2226,106.7658,China,CN,Ningxia,minor,,
Xingguo,26.3261,115.3472,China,CN,Jiangxi,minor,,
Acheng,45.5455,126.9770,China,CN,Heilongjiang,minor,,
Tiexi,47.3119,130.2803,China,CN,Heilongjiang,minor,,
Xingfulu,43.7825,87.6368,China,CN,Xinjiang,minor,,
Beijinglu,31.3227,118.3851,China,CN,Anhui,minor,,
Dawangzhuang,39.1270,117.2162,China,CN,Tianjin,minor,,
Shuangta,31.3041,120.6297,China,CN,Jiangsu,minor,,
Tianjiao,39.8255,109.9995,China,CN,Inner Mongolia,minor,,
Nanjin,29.9850,106.2653,China,CN,Chongqing,minor,,
Jianshelu,34.7534,113.6060,China,CN,Henan,minor,,
Dayu,39.9375,116.0967,China,CN,Beijing,minor,,
Xiling,30.7161,111.2839,China,CN,Hubei,minor,,
Qianfeng,37.8494,112.5208,China,CN,Shanxi,minor,,
Nanjie,35.7356,107.6353,China,CN,Gansu,minor,,
Louqiao,28.0106,120.6322,China,CN,Zhejiang,minor,,
Shilu,31.3117,120.5941,China,CN,Jiangsu,minor,,
Shuangling,28.0248,120.6021,China,CN,Zhejiang,minor,,
Sanyuan Chengguanzhen,34.6147,108.9283,China,CN,Shaanxi,minor,,
Jinling,34.3693,107.1500,China,CN,Shaanxi,minor,,
Chenghua,23.4613,116.7701,China,CN,Guangdong,minor,,
Shiqiao,22.9464,113.3577,China,CN,Guangdong,minor,,
Chengbei,40.2230,116.2458,China,CN,Beijing,minor,,
Jianchang,27.5583,116.6398,China,CN,Jiangxi,minor,,
Jingshan,39.9253,116.4041,China,CN,Beijing,minor,,
Zhanqian,46.8001,130.3755,China,CN,Heilongjiang,minor,,
Julun,37.9074,112.5577,China,CN,Shanxi,minor,,
Qingyang,37.4958,121.2581,China,CN,Shandong,minor,,
Zhifang,30.3500,114.3167,China,CN,Hubei,minor,,
Leicheng,20.9156,110.0837,China,CN,Guangdong,minor,,
Zhongyuanlu,35.7685,115.0613,China,CN,Henan,minor,,
Longzhouwan,29.3786,106.5400,China,CN,Chongqing,minor,,
Hongqi,47.3180,130.2679,China,CN,Heilongjiang,minor,,
Bukui,47.3550,123.9517,China,CN,Heilongjiang,minor,,
Xin’an,44.5803,129.6257,China,CN,Heilongjiang,minor,,
Yangjiaping,29.5051,106.5013,China,CN,Chongqing,minor,,
Dingping,30.3386,106.9270,China,CN,Sichuan,minor,,
Suishan,29.6083,103.4860,China,CN,Sichuan,minor,,
Xinshancun,29.4860,106.4786,China,CN,Chongqing,minor,,
Liucheng,30.7000,103.8377,China,CN,Sichuan,minor,,
Shuimogou,43.8286,87.6382,China,CN,Xinjiang,minor,,
Nanhang,47.3147,123.9480,China,CN,Heilongjiang,minor,,
Xingfeng,39.7297,116.3366,China,CN,Beijing,minor,,
Shouxihu,32.4209,119.4044,China,CN,Jiangsu,minor,,
Dongcheng,28.6473,121.2711,China,CN,Zhejiang,minor,,
Hunjiang,41.9346,126.4143,China,CN,Jilin,minor,,
Xiaoshan,30.1675,120.2588,China,CN,Zhejiang,minor,,
Enjiang,27.3218,115.4292,China,CN,Jiangxi,minor,,
Shuangzhong,29.7430,116.2243,China,CN,Jiangxi,minor,,
Longhua,47.3385,123.9792,China,CN,Heilongjiang,minor,,
Wujiashan,30.6170,114.1317,China,CN,Hubei,minor,,
Wenhe,32.3952,119.4269,China,CN,Jiangsu,minor,,
Hehai,31.8292,119.9778,China,CN,Jiangsu,minor,,
Damatou,28.6175,112.3369,China,CN,Hunan,minor,,
Chengnan,23.2722,116.6050,China,CN,Guangdong,minor,,
Binhe,40.1335,117.1085,China,CN,Beijing,minor,,
Hanjiang,25.4705,119.1035,China,CN,Fujian,minor,,
Heping,46.0863,122.0771,China,CN,Inner Mongolia,minor,,
Shaping,22.7702,112.9578,China,CN,Guangdong,minor,,
Qinhong,32.0113,118.7966,China,CN,Jiangsu,minor,,
Xuri,28.4351,117.9198,China,CN,Jiangxi,minor,,
Gulou,36.4441,115.9642,China,CN,Shandong,minor,,
Shanhaiguan,40.0025,119.7489,China,CN,Hebei,minor,,
Liminlu,31.3188,118.3629,China,CN,Anhui,minor,,
Lugu,39.8967,116.2204,China,CN,Beijing,minor,,
Xindu,33.3399,120.1459,China,CN,Jiangsu,minor,,
Ganhechen,33.5582,114.0200,China,CN,Henan,minor,,
Mingren,45.5932,122.8188,China,CN,Jilin,minor,,
Hutang,31.7158,119.9446,China,CN,Jiangsu,minor,,
Fengtai,39.8476,116.2723,China,CN,Beijing,minor,,
Xinchenglu,31.3886,121.2631,China,CN,Shanghai,minor,,
Helie,31.5214,120.2896,China,CN,Jiangsu,minor,,
Lubei,28.5863,121.3700,China,CN,Zhejiang,minor,,
Wenxing,28.6667,112.8833,China,CN,Hunan,minor,,
Yuanzhou,27.7985,114.3761,China,CN,Jiangxi,minor,,
Anning Xilu,36.1035,103.7193,China,CN,Gansu,minor,,
Heshan,28.5825,112.3503,China,CN,Hunan,minor,,
Yanta,34.2064,108.9524,China,CN,Shaanxi,minor,,
Xiangyang,37.5316,121.3939,China,CN,Shandong,minor,,
Nankang,29.4465,116.0407,China,CN,Jiangxi,minor,,
Xianshuigu,38.9850,117.3828,China,CN,Tianjin,minor,,
Beilun,29.9192,121.8378,China,CN,Zhejiang,minor,,
Qindu,34.3419,108.7082,China,CN,Shaanxi,minor,,
Fangsong,31.0329,121.1894,China,CN,Shanghai,minor,,
Dongsheng,30.5738,103.9213,China,CN,Sichuan,minor,,
Fulilu,36.1017,103.6157,China,CN,Gansu,minor,,
Dongcheng,29.1520,107.1034,China,CN,Chongqing,minor,,
Huayang,31.9516,119.1628,China,CN,Jiangsu,minor,,
Qujiang,30.8421,106.9678,China,CN,Sichuan,minor,,
Huaihelu,34.7164,113.6414,China,CN,Henan,minor,,
Beijinglu,43.8344,87.5765,China,CN,Xinjiang,minor,,
Qiaonan,46.8036,130.3580,China,CN,Heilongjiang,minor,,
Chengzhong,29.1064,119.6486,China,CN,Zhejiang,minor,,
Longshan,40.3202,116.6291,China,CN,Beijing,minor,,
Fengshan,26.4856,119.5492,China,CN,Fujian,minor,,
Chengzhen,40.4797,115.2678,China,CN,Hebei,minor,,
Nanlong,31.3533,106.0631,China,CN,Sichuan,minor,,
Jianguo,46.8177,130.3961,China,CN,Heilongjiang,minor,,
Lanjiang,29.2151,119.4612,China,CN,Zhejiang,minor,,
Dingcheng,29.0194,111.6798,China,CN,Hunan,minor,,
Chang’an,34.1511,108.9450,China,CN,Shaanxi,minor,,
Zhaobaoshan,29.9695,121.6875,China,CN,Zhejiang,minor,,
Beilin,34.2285,108.9157,China,CN,Shaanxi,minor,,
Youyi,46.8048,130.3192,China,CN,Heilongjiang,minor,,
Jinjiazhuang,31.7201,118.4895,China,CN,Anhui,minor,,
Changning,24.9557,115.6424,China,CN,Jiangxi,minor,,
Pingluo Chengguanzhen,38.9038,106.5413,China,CN,Ningxia,minor,,
Mazhang,21.2757,110.3221,China,CN,Guangdong,minor,,
Karakax,37.2722,79.7373,China,CN,Xinjiang,minor,,
Mudan,35.2462,115.4334,China,CN,Shandong,minor,,
Jiekou,23.5499,113.5810,China,CN,Guangdong,minor,,
Xiangyang,44.5880,129.5798,China,CN,Heilongjiang,minor,,
Xiyuzhuang,39.1663,117.1568,China,CN,Tianjin,minor,,
Jinghai,38.9337,116.9270,China,CN,Tianjin,minor,,
Nanzheng Chengguanzhen,33.0045,106.9347,China,CN,Shaanxi,minor,,
Yili,43.9000,81.3500,China,CN,Xinjiang,minor,,
Min’an,29.4595,109.4370,China,CN,Hunan,minor,,
Zhongshanlu,29.3569,105.9043,China,CN,Chongqing,minor,,
Xucheng,20.3292,110.1671,China,CN,Guangdong,minor,,
Ningnan,31.9850,118.7815,China,CN,Jiangsu,minor,,
Longquan,30.5613,104.2689,China,CN,Sichuan,minor,,
Jijiang,29.2899,106.2500,China,CN,Chongqing,minor,,
Zhongzhan,35.2414,113.1603,China,CN,Henan,minor,,
Jiancheng,30.3910,104.5491,China,CN,Sichuan,minor,,
Weixian,36.3565,114.9337,China,CN,Hebei,minor,,
Gutao,37.2025,112.1781,China,CN,Shanxi,minor,,
Duji,33.9977,116.8284,China,CN,Anhui,minor,,
Xiayang,31.1497,121.1159,China,CN,Shanghai,minor,,
Baiguan,30.0325,120.8600,China,CN,Zhejiang,minor,,
Longxing,35.6130,111.2192,China,CN,Shanxi,minor,,
Haicheng,22.9753,115.3318,China,CN,Guangdong,minor,,
Xindu,30.8224,104.1574,China,CN,Sichuan,minor,,
Suixi,33.8907,116.7747,China,CN,Anhui,minor,,
Ning’an,37.4975,105.6765,China,CN,Ningxia,minor,,
Yanliang,34.6592,109.2292,China,CN,Shaanxi,minor,,
Gucheng,28.8486,121.1161,China,CN,Zhejiang,minor,,
Baicheng,33.3864,114.0158,China,CN,Henan,minor,,
Nanwai,31.2047,107.5036,China,CN,Sichuan,minor,,
Taiping,28.3688,121.3617,China,CN,Zhejiang,minor,,
Weitang,30.8502,120.9114,China,CN,Zhejiang,minor,,
Shunde,22.8009,113.2921,China,CN,Guangdong,minor,,
Aoyang,28.2390,114.9208,China,CN,Jiangxi,minor,,
Zhuyang,30.7367,107.2012,China,CN,Sichuan,minor,,
Qingyuan,28.1172,112.9985,China,CN,Hunan,minor,,
Xinhu,37.4464,116.2973,China,CN,Shandong,minor,,
Guitang,28.1400,113.0425,China,CN,Hunan,minor,,
Huohua,30.7590,106.0594,China,CN,Sichuan,minor,,
Zhongshan Donglu,34.3796,107.1464,China,CN,Shaanxi,minor,,
Liyang,29.6518,111.7520,China,CN,Hunan,minor,,
Furong Beilu,28.2371,112.9808,China,CN,Hunan,minor,,
Yulong,33.3832,120.1306,China,CN,Jiangsu,minor,,
Nu’erbage,37.1134,79.9103,China,CN,Xinjiang,minor,,
Daishan,30.2459,122.1990,China,CN,Zhejiang,minor,,
Wenlin,29.9981,104.1399,China,CN,Sichuan,minor,,
Luyang,33.7356,112.9051,China,CN,Henan,minor,,
Decheng,23.1426,111.7774,China,CN,Guangdong,minor,,
Zhengdonglu,32.1928,119.4705,China,CN,Jiangsu,minor,,
Suizhong,40.3292,120.3365,China,CN,Liaoning,minor,,
Jiangyan,32.5061,120.1428,China,CN,Jiangsu,minor,,
Langchi,31.0795,106.5651,China,CN,Sichuan,minor,,
Shengli,37.9843,106.1966,China,CN,Ningxia,minor,,
Jia Xian Chengguanzhen,33.9683,113.2081,China,CN,Henan,minor,,
Songling,31.1933,120.7176,China,CN,Jiangsu,minor,,
Fendou,45.2123,130.9025,China,CN,Heilongjiang,minor,,
Ganting,34.1024,108.6141,China,CN,Shaanxi,minor,,
Fenghua,29.6563,121.4064,China,CN,Zhejiang,minor,,
Yujin,29.2091,103.9456,China,CN,Sichuan,minor,,
Wuyuan,30.5154,120.9486,China,CN,Zhejiang,minor,,
Yuecheng,28.1229,120.9607,China,CN,Zhejiang,minor,,
Xiaodian,37.7364,112.5564,China,CN,Shanxi,minor,,
Liulin,37.4533,110.9019,China,CN,Shanxi,minor,,
Shuidong,21.5134,111.0018,China,CN,Guangdong,minor,,
Jingning Chengguanzhen,35.5204,105.7230,China,CN,Gansu,minor,,
Huolu,38.0806,114.2961,China,CN,Hebei,minor,,
Jibenggang,29.6583,91.1276,China,CN,Tibet,minor,,
Longcheng,24.8983,102.7997,China,CN,Yunnan,minor,,
Fendou,46.6414,124.8628,China,CN,Heilongjiang,minor,,
Jiulong,30.5362,106.4371,China,CN,Sichuan,minor,,
Wenhua,37.3911,121.5896,China,CN,Shandong,minor,,
Dongcheng,28.8938,120.0402,China,CN,Zhejiang,minor,,
Xianfeng,44.5750,129.6026,China,CN,Heilongjiang,minor,,
Yichuan Chengguanzhen,34.4197,112.4192,China,CN,Henan,minor,,
Wujin,30.4113,103.8130,China,CN,Sichuan,minor,,
Xincheng,33.5419,114.5983,China,CN,Henan,minor,,
Yangming,44.5963,129.6208,China,CN,Heilongjiang,minor,,
Cuntan,29.6025,106.5705,China,CN,Chongqing,minor,,
Chongyang,33.2592,114.2420,China,CN,Henan,minor,,
Labu,24.2599,109.3341,China,CN,Guangxi,minor,,
Yunmeng Chengguanzhen,31.0625,113.7654,China,CN,Hubei,minor,,
Xiwai,31.2168,107.4752,China,CN,Sichuan,minor,,
Luoning Chengguanzhen,34.3878,111.6558,China,CN,Henan,minor,,
Suicheng,33.8963,117.9331,China,CN,Jiangsu,minor,,
Caidian,30.5833,114.0333,China,CN,Hubei,minor,,
Ningyang,35.7701,116.8056,China,CN,Shandong,minor,,
Chaoge,35.6050,114.1886,China,CN,Henan,minor,,
Wuquan,33.4441,113.5709,China,CN,Henan,minor,,
Fengtai Chengguanzhen,32.7082,116.7296,China,CN,Anhui,minor,,
Hongjunlu,45.3035,130.9760,China,CN,Heilongjiang,minor,,
Tianpeng,30.9866,103.9393,China,CN,Sichuan,minor,,
Xinan,23.1545,112.8934,China,CN,Guangdong,minor,,
Lishu,45.0898,130.6914,China,CN,Heilongjiang,minor,,
Liangshan,30.6741,107.7938,China,CN,Chongqing,minor,,
Guoyang Chengguanzhen,33.5055,116.2308,China,CN,Anhui,minor,,
Yutian,39.8786,117.7392,China,CN,Hebei,minor,,
Pucheng Chengguanzhen,34.9561,109.5841,China,CN,Shaanxi,minor,,
Taihe,23.7354,112.9778,China,CN,Guangdong,minor,,
Kaiping,39.6780,118.2522,China,CN,Hebei,minor,,
Yueyang,30.1023,105.3334,China,CN,Sichuan,minor,,
Guanshan,37.8081,113.5970,China,CN,Shanxi,minor,,
Longquan,36.1174,113.1857,China,CN,Shanxi,minor,,
Zhenping Chengguanzhen,33.0331,112.2332,China,CN,Henan,minor,,
Dingcheng,32.1272,115.0394,China,CN,Henan,minor,,
Jiaxiang,35.3961,116.3480,China,CN,Shandong,minor,,
Niushan,34.5235,118.7650,China,CN,Jiangsu,minor,,
Yanta,36.2411,115.6672,China,CN,Shandong,minor,,
Baixi,28.6997,104.5492,China,CN,Sichuan,minor,,
Hanfeng,31.1695,108.4031,China,CN,Chongqing,minor,,
Guangming,47.3397,130.2868,China,CN,Heilongjiang,minor,,
Yanjin Chengguanzhen,35.1408,114.1878,China,CN,Henan,minor,,
Zhaoxian,28.7062,115.7362,China,CN,Jiangxi,minor,,
Jiangkou,31.5651,107.0974,China,CN,Sichuan,minor,,
Huarong Chengguanzhen,29.5189,112.5484,China,CN,Hunan,minor,,
Yaozhou,34.9053,108.9700,China,CN,Shaanxi,minor,,
Dongdajie,37.9269,102.6343,China,CN,Gansu,minor,,
Pingnan,23.5422,110.3895,China,CN,Guangxi,minor,,
Gaoyao,23.0243,112.4455,China,CN,Guangdong,minor,,
Nan’an,23.0314,112.4511,China,CN,Guangdong,minor,,
Yancheng,29.7436,103.5668,China,CN,Sichuan,minor,,
Longnan,24.9000,114.7833,China,CN,Jiangxi,minor,,
Longcheng,34.1845,116.9508,China,CN,Anhui,minor,,
Song Xian Chengguanzhen,34.1347,112.0825,China,CN,Henan,minor,,
Taohuajiang,28.5236,112.1253,China,CN,Hunan,minor,,
Tubu,29.0453,115.8127,China,CN,Jiangxi,minor,,
Daokou,35.5639,114.5058,China,CN,Henan,minor,,
Haimen,31.8962,121.1727,China,CN,Jiangsu,minor,,
Yuecheng,28.6416,102.5087,China,CN,Sichuan,minor,,
Linquan Chengguanzhen,33.0851,115.2902,China,CN,Anhui,minor,,
Tongchuan,31.0941,105.0873,China,CN,Sichuan,minor,,
Rizhao,35.3958,119.5322,China,CN,Shandong,minor,,
Daming,36.2861,115.1436,China,CN,Hebei,minor,,
Zhongzhou,30.2940,108.0330,China,CN,Chongqing,minor,,
Lin’an,30.2358,119.7181,China,CN,Zhejiang,minor,,
Guixi,30.3336,107.3454,China,CN,Chongqing,minor,,
Yancheng Chengguanzhen,33.5847,113.9867,China,CN,Henan,minor,,
Chicheng,30.7794,105.7121,China,CN,Sichuan,minor,,
Xiushan,24.1100,102.7615,China,CN,Yunnan,minor,,
Lihou,36.5029,113.3695,China,CN,Shanxi,minor,,
Ninghai,29.2892,121.4247,China,CN,Zhejiang,minor,,
Hanshang,32.3774,119.3930,China,CN,Jiangsu,minor,,
Xinmian,29.2399,102.3721,China,CN,Sichuan,minor,,
Duohu,29.0937,119.6851,China,CN,Zhejiang,minor,,
Lucheng,31.2336,117.2806,China,CN,Anhui,minor,,
Danzhu,36.1245,112.8610,China,CN,Shanxi,minor,,
Hecheng,28.1394,120.2880,China,CN,Zhejiang,minor,,
Huaiyang Chengguanzhen,33.7333,114.8833,China,CN,Henan,minor,,
Poyang,28.9924,116.6675,China,CN,Jiangxi,minor,,
Bishui,32.7179,113.3117,China,CN,Henan,minor,,
Erqu,34.1528,108.2064,China,CN,Shaanxi,minor,,
Yankou,30.3512,106.2867,China,CN,Sichuan,minor,,
Pitong,30.8099,103.8825,China,CN,Sichuan,minor,,
Lanshan,35.0979,119.3440,China,CN,Shandong,minor,,
Zhangguizhuang,39.0902,117.3072,China,CN,Tianjin,minor,,
Shengli,40.1182,116.6429,China,CN,Beijing,minor,,
Tangxing,35.7452,111.6987,China,CN,Shanxi,minor,,
Huojia Chengguanzhen,35.2656,113.6506,China,CN,Henan,minor,,
Wangyue,28.2359,112.9170,China,CN,Hunan,minor,,
Wangkui,46.8328,126.4777,China,CN,Heilongjiang,minor,,
Fengcheng,26.1972,119.5392,China,CN,Fujian,minor,,
Jiyuanlu,34.8225,113.2672,China,CN,Henan,minor,,
Xingsha,28.2397,113.0878,China,CN,Hunan,minor,,
Liquan Chengguanzhen,34.4811,108.4236,China,CN,Shaanxi,minor,,
Lechang,35.6420,111.4672,China,CN,Shanxi,minor,,
Jinsha,32.0898,121.0735,China,CN,Jiangsu,minor,,
Linping,30.4225,120.2972,China,CN,Zhejiang,minor,,
Yanling,29.5306,104.6611,China,CN,Sichuan,minor,,
Huazhou,34.5152,109.7576,China,CN,Shaanxi,minor,,
Chonglong,29.7806,104.8522,China,CN,Sichuan,minor,,
Runing,33.0011,114.3542,China,CN,Henan,minor,,
Binhe,37.5108,105.1844,China,CN,Ningxia,minor,,
Zhaoyu,37.3553,112.3167,China,CN,Shanxi,minor,,
Yishan,34.2994,119.2542,China,CN,Jiangsu,minor,,
Xiangdong,27.6521,113.7241,China,CN,Jiangxi,minor,,
Puyang,29.4568,119.8887,China,CN,Zhejiang,minor,,
Anxi,25.0571,118.1820,China,CN,Fujian,minor,,
Gongjiang,25.9573,115.4100,China,CN,Jiangxi,minor,,
Bencheng,39.5000,118.7000,China,CN,Hebei,minor,,
Lianjiang,22.5902,113.0764,China,CN,Guangdong,minor,,
Changtu,42.7788,124.0954,China,CN,Liaoning,minor,,
Jizhou,27.1147,114.9795,China,CN,Jiangxi,minor,,
Tiantai Chengguanzhen,29.1363,121.0296,China,CN,Zhejiang,minor,,
Dongzhen,22.3797,110.9389,China,CN,Guangdong,minor,,
Chenyang,28.0158,110.1730,China,CN,Hunan,minor,,
Gaotangling,28.3667,112.8167,China,CN,Hunan,minor,,
Chunxi,31.3277,118.8749,China,CN,Jiangsu,minor,,
Guantao,36.5410,115.2829,China,CN,Hebei,minor,,
Nuojiang,31.9156,107.2427,China,CN,Sichuan,minor,,
Guoyuan Xincun,39.2219,117.1302,China,CN,Tianjin,minor,,
Xin’an Chengguanzhen,34.7175,112.1356,China,CN,Henan,minor,,
Danxi,29.4747,121.8656,China,CN,Zhejiang,minor,,
Anren Chengguanzhen,26.7141,113.2673,China,CN,Hunan,minor,,
Guozhen,34.3659,107.3590,China,CN,Shaanxi,minor,,
Nanxi,28.8421,104.9796,China,CN,Sichuan,minor,,
Songlong,31.1624,120.6384,China,CN,Jiangsu,minor,,
Yongfeng,27.4283,112.1834,China,CN,Hunan,minor,,
Yanji,33.9653,116.4510,China,CN,Henan,minor,,
Xincheng,22.7016,112.2246,China,CN,Guangdong,minor,,
Xigang,38.5526,106.3480,China,CN,Ningxia,minor,,
Tiancheng,29.5402,114.0415,China,CN,Hubei,minor,,
Yunyang,31.9956,119.5646,China,CN,Jiangsu,minor,,
Hejiang,28.8116,105.8336,China,CN,Sichuan,minor,,
Licheng,23.2955,113.8246,China,CN,Guangdong,minor,,
Wuhe Chengguanzhen,33.1386,117.8658,China,CN,Anhui,minor,,
Kaijiang,31.0396,104.6745,China,CN,Sichuan,minor,,
Wansheng,28.9629,106.9284,China,CN,Chongqing,minor,,
Fengqiu Chengguanzhen,35.0292,114.4131,China,CN,Henan,minor,,
Chengjiang,26.8017,114.8998,China,CN,Jiangxi,minor,,
Fuying,28.8626,120.7193,China,CN,Zhejiang,minor,,
Nanjie,38.9546,100.4724,China,CN,Gansu,minor,,
Dengzhou,37.8082,120.7591,China,CN,Shandong,minor,,
Dizhuang,33.5645,114.0697,China,CN,Henan,minor,,
Yunling,23.9538,117.3360,China,CN,Fujian,minor,,
